Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
244,0,-879.5873497728171,48,среднее,1,гражданский брак,1,F,сотрудник,130945.6108646336,высшее образование,0
245,0,-1933.31899355189,50,Среднее,1,в разводе,3,M,сотрудник,197169.81331307805,покупка жилой недвижимости,0
246,1,-1598.8702140303076,40,среднее,1,женат / замужем,0,F,компаньон,158350.07693986595,строительство недвижимости,0
247,1,,60,высшее,0,женат / замужем,0,F,пенсионер,,заняться высшим образованием,1
248,0,-3132.180734195495,31,среднее,1,женат / замужем,0,M,сотрудник,259511.2005023471,покупка жилой недвижимости,0
249,0,-1615.9148140204693,29,высшее,0,женат / замужем,0,F,сотрудник,188190.33840575285,получение высшего образования,0
250,0,,54,высшее,0,женат / замужем,0,F,сотрудник,,сделка с подержанным автомобилем,0
251,0,380628.3793297923,71,среднее,1,вдовец / вдова,2,F,пенсионер,138877.16323401802,покупка коммерческой недвижимости,0
252,1,-5793.741211736386,35,среднее,1,женат / замужем,0,F,компаньон,230040.1246407123,покупка жилья,0
253,0,357915.03630280367,63,среднее,1,вдовец / вдова,2,F,пенсионер,91947.7686715459,получение высшего образования,0
254,2,-940.6004540822236,44,ВЫСШЕЕ,0,женат / замужем,0,F,компаньон,327126.7382980421,жилье,0
255,0,-6373.865375741792,45,среднее,1,женат / замужем,0,M,сотрудник,119879.15451388426,покупка жилья,0
256,0,-1681.6645489757752,52,среднее,1,женат / замужем,0,F,сотрудник,82913.07958533696,дополнительное образование,0
257,0,-874.8530628222733,49,высшее,0,женат / замужем,0,M,сотрудник,204544.9473772695,операции с жильем,0
258,1,-930.0835695908776,47,среднее,1,гражданский брак,1,M,сотрудник,149082.6978115048,свадьба,0
259,0,-1611.5705027263714,29,высшее,0,гражданский брак,1,F,сотрудник,211975.5093212032,свадьба,0
260,1,-1710.1403339177082,29,среднее,1,гражданский брак,1,F,компаньон,286533.8601919884,покупка жилья для семьи,0
261,0,-2658.4860825068777,51,среднее,1,женат / замужем,0,F,компаньон,143913.54889214569,операции с жильем,0
262,0,-1617.8403552782231,44,среднее,1,женат / замужем,0,F,сотрудник,168586.38983165554,покупка недвижимости,0
263,0,383664.7812096172,52,среднее,1,женат / замужем,0,F,пенсионер,75225.8329878206,строительство жилой недвижимости,0
264,2,,40,среднее,1,в разводе,3,F,сотрудник,,недвижимость,0
265,2,-2888.5517238004663,48,среднее,1,женат / замужем,0,M,компаньон,215985.44144559512,строительство недвижимости,0
266,0,330174.4847063083,59,среднее,1,женат / замужем,0,F,пенсионер,93391.58176538996,недвижимость,0
267,0,333718.49112749967,68,Высшее,0,женат / замужем,0,F,пенсионер,161112.5201914575,операции с коммерческой недвижимостью,0
268,2,-2875.499547903885,29,высшее,0,Не женат / не замужем,4,M,сотрудник,266641.9942621301,покупка жилья,0
269,2,-146.00066306283634,37,среднее,1,женат / замужем,0,F,сотрудник,80334.09573086095,на покупку подержанного автомобиля,1
270,3,-1872.663186426345,0,среднее,1,женат / замужем,0,F,сотрудник,102166.4588936468,ремонт жилью,0
271,0,348537.5001330709,66,среднее,1,вдовец / вдова,2,F,пенсионер,61441.44474867713,автомобиль,0
272,0,-5538.96373102039,35,начальное,3,гражданский брак,1,M,сотрудник,123814.07946812904,заняться образованием,1
273,0,396814.1840801792,57,среднее,1,Не женат / не замужем,4,F,пенсионер,90523.5355423185,заняться высшим образованием,0
274,2,-1945.3766760759029,25,среднее,1,гражданский брак,1,M,компаньон,330328.4946763029,сыграть свадьбу,0
275,0,-1481.2761428816516,44,среднее,1,женат / замужем,0,F,сотрудник,47871.33938374737,покупка коммерческой недвижимости,0
276,0,-8631.590122353682,64,среднее,1,женат / замужем,0,F,сотрудник,160814.51199711685,ремонт жилью,0
277,1,-2725.9705734796325,46,среднее,1,гражданский брак,1,M,сотрудник,122263.2084960992,сыграть свадьбу,0
278,1,,23,Среднее,1,гражданский брак,1,F,сотрудник,,автомобиль,1
279,0,,44,Среднее,1,гражданский брак,1,F,сотрудник,,операции со своей недвижимостью,0
280,0,,66,среднее,1,женат / замужем,0,F,пенсионер,,операции с жильем,0
281,1,-1912.6526781783864,44,среднее,1,женат / замужем,0,M,компаньон,207375.3648413696,ремонт жилью,0
282,2,-4016.445178900168,33,среднее,1,женат / замужем,0,M,сотрудник,231068.86427388425,покупка жилья,0
283,0,384733.816032242,56,среднее,1,вдовец / вдова,2,F,пенсионер,162416.13776348683,на покупку своего автомобиля,0
